Horario,Umidade,Pressao,Temperatura
18/06/2012-0000,64,888.1,20.3
18/06/2012-1200,57,890.3,20.6
18/06/2012-1800,41,886.2,25.1
19/06/2012-0000,74,887.7,18.4
19/06/2012-1200,60,889,22.1
19/06/2012-1800,38,886.5,27
20/06/2012-0000,69,887.8,19.2
20/06/2012-1200,68,888.2,22.5
20/06/2012-1800,45,886.1,22.5
21/06/2012-0000,69,887.4,21.2
21/06/2012-1200,74,888.5,21
21/06/2012-1800,46,886.3,27
22/06/2012-0000,71,887.1,21.7
22/06/2012-1200,69,889.7,22.2
22/06/2012-1800,47,887.3,25.9
23/06/2012-0000,74,889.3,20.5
23/06/2012-1200,90,891.5,16.5
23/06/2012-1800,54,889.4,25.6
24/06/2012-0000,73,890.9,20.6
24/06/2012-1200,73,892.3,20.2
24/06/2012-1800,44,890.2,25.8
25/06/2012-0000,65,891.4,21.2
25/06/2012-1200,74,891.8,18.5
25/06/2012-1800,43,890.1,24.6
26/06/2012-0000,62,890.9,20
26/06/2012-1200,70,892.1,18.1
26/06/2012-1800,44,890.5,22.3
27/06/2012-0000,60,892.3,18.3
27/06/2012-1200,67,893.3,16.9
27/06/2012-1800,45,890.9,22.7
28/06/2012-0000,57,892.1,19.2
28/06/2012-1200,68,892.6,18
28/06/2012-1800,43,890.2,22.5
29/06/2012-0000,59,891.8,18.4
29/06/2012-1200,67,891.9,17.9
29/06/2012-1800,42,888.7,24.8
30/06/2012-0000,67,890.5,19.3
30/06/2012-1200,70,891.4,19.1
30/06/2012-1800,35,888.3,25.8
01/07/2012-0000,58,889.8,20.6
01/07/2012-1200,70,890.9,18.5
01/07/2012-1800,40,888.7,24.8
02/07/2012-0000,54,890.3,19.7
02/07/2012-1200,68,891.1,17.8
02/07/2012-1800,37,889,24
03/07/2012-0000,52,890.5,19.4
03/07/2012-1200,68,891.4,17.4
03/07/2012-1800,40,888.7,22.7
04/07/2012-0000,53,889.3,19.8
04/07/2012-1200,60,889.5,17.1
04/07/2012-1800,39,887.5,24.8
05/07/2012-0000,58,889.1,19.2
05/07/2012-1200,63,889.8,17.7
05/07/2012-1800,42,887.7,24.1
06/07/2012-0000,61,888.9,17.7
06/07/2012-1200,70,889.3,18.1
06/07/2012-1800,43,887,23.7
07/07/2012-0000,63,888.7,19.7
07/07/2012-1200,67,890.3,18.8
07/07/2012-1800,38,888.2,24.1
08/07/2012-0000,61,889.8,18.5
08/07/2012-1200,50,889.7,20.4
08/07/2012-1800,45,888.3,23.2
09/07/2012-0000,56,889,19.4
09/07/2012-1200,59,889.9,18.4
09/07/2012-1800,40,888.5,24.2
10/07/2012-0000,55,889.5,19.2
10/07/2012-1200,78,889.8,16.7
10/07/2012-1800,44,887,23.6
11/07/2012-0000,57,887.4,20
11/07/2012-1200,64,887.1,18.9
11/07/2012-1800,39,884.7,24.4
12/07/2012-0000,55,885.3,20.2
12/07/2012-1200,57,886.3,20.4
12/07/2012-1800,38,885,25.1
13/07/2012-0000,70,887.7,18.6
13/07/2012-1200,65,889,18.7
13/07/2012-1800,41,887.4,25.4
14/07/2012-0000,68,889.4,19.4
14/07/2012-1200,69,891.3,19
14/07/2012-1800,39,888.5,25.9
15/07/2012-0000,56,890.1,21
15/07/2012-1200,61,890.2,19.8
15/07/2012-1800,40,888.1,25.2
16/07/2012-0000,55,889.5,21.7
16/07/2012-1200,59,890.6,19.7
16/07/2012-1800,41,888.2,25.2
17/07/2012-0000,50,890.1,21.3
17/07/2012-1200,69,891.7,18
17/07/2012-1800,39,889,24.3
18/07/2012-0000,39,890.3,19.3
18/07/2012-1200,88,891.4,15.9
18/07/2012-1800,63,889.7,21.2
19/07/2012-0000,84,891.5,16.2
19/07/2012-1200,70,891.1,15.4
19/07/2012-1800,40,888.3,24
20/07/2012-0000,66,889.9,18.5
20/07/2012-1200,40,890.7,18.8
20/07/2012-1800,35,888.1,25.5
21/07/2012-0000,54,889.1,20.8
21/07/2012-1200,54,890.3,20.8
21/07/2012-1800,39,888.1,25.8
22/07/2012-0000,56,889.7,21.4
22/07/2012-1200,56,891.9,20.6
22/07/2012-1800,44,890.1,25.4
23/07/2012-0000,52,891.4,22.1
23/07/2012-1200,46,892.5,21.4
23/07/2012-1800,27,889.9,26.5
24/07/2012-0000,41,890.9,21.5
24/07/2012-1200,34,892.2,20.1
24/07/2012-1800,17,889.7,25.6
25/07/2012-0000,31,890.3,20
25/07/2012-1200,43,891.5,18.9
25/07/2012-1800,22,888.5,26.2
26/07/2012-0000,43,889.8,18.6
26/07/2012-1200,36,890.7,20.6
26/07/2012-1800,24,888.2,26.4
27/07/2012-0000,30,890.3,21.4
27/07/2012-1200,36,891.5,21.9
27/07/2012-1800,24,888.7,27.6
28/07/2012-0000,46,889.9,20
28/07/2012-1200,37,891,21.1
28/07/2012-1800,23,888.1,27
29/07/2012-0000,32,889.1,21.2
29/07/2012-1200,40,890.3,19.8
29/07/2012-1800,25,887.7,26.5
30/07/2012-0000,40,889.8,20.6
30/07/2012-1200,44,891.9,20.1
30/07/2012-1800,24,889.8,25.9
31/07/2012-0000,39,881.4,20.4
31/07/2012-1200,56,892.3,16.9
31/07/2012-1800,34,890.6,24
01/08/2012-0000,51,892.3,18.3
01/08/2012-1200,73,893.7,16.2
01/08/2012-1800,45,890.9,21.7
02/08/2012-0000,57,891.9,18.4
02/08/2012-1200,58,891.8,17.9
02/08/2012-1800,33,889.7,23.3
03/08/2012-0000,45,890.7,18.9
03/08/2012-1200,69,891.8,17
03/08/2012-1800,37,888.9,23.8
04/08/2012-0000,49,890.6,19.7
04/08/2012-1200,60,892.6,18.5
04/08/2012-1800,32,889.4,25.5
05/08/2012-0000,50,890.9,20.2
05/08/2012-1200,48,891.3,21.5
05/08/2012-1800,32,887.8,27.2
06/08/2012-0000,50,888.5,20.4
06/08/2012-1200,44,889.5,21.4
06/08/2012-1800,27,887.1,26.6
07/08/2012-0000,51,888.1,19.8
07/08/2012-1200,46,889.5,20
07/08/2012-1800,32,887.8,26.4
08/08/2012-0000,46,890.2,21.8
08/08/2012-1200,63,892.7,18.1
08/08/2012-1800,33,889.7,26
09/08/2012-0000,47,891.3,20.4
09/08/2012-1200,46,891.9,17.2
09/08/2012-1800,23,888.7,24.7
10/08/2012-0000,31,890.1,20.2
10/08/2012-1200,44,890.9,18
10/08/2012-1800,32,888.9,24.8
11/08/2012-0000,49,890.6,19.3
11/08/2012-1200,58,891.4,16.9
11/08/2012-1800,34,888.9,23.8
12/08/2012-0000,40,890.2,19.5
12/08/2012-1200,54,891.5,17.8
12/08/2012-1800,26,889.4,23.7
13/08/2012-0000,42,881.7,19.5
13/08/2012-1200,67,893.8,17.2
13/08/2012-1800,32,891.1,23
14/08/2012-0000,44,891.8,19.3
14/08/2012-1200,62,891.5,17.2
14/08/2012-1800,32,889,24.6
15/08/2012-0000,44,890.5,20.6
15/08/2012-1200,61,892.1,17.4
15/08/2012-1800,37,889.7,23.8
16/08/2012-0000,48,891.5,19.4
16/08/2012-1200,57,892.9,17.2
16/08/2012-1800,24,889.8,24.4
17/08/2012-0000,39,891.3,19.5
17/08/2012-1200,72,892.6,17.1
17/08/2012-1800,36,889.8,24.2
18/08/2012-0000,50,891,19.8
18/08/2012-1200,66,893.1,17.2
18/08/2012-1800,36,890.1,23.6
19/08/2012-0000,54,892.2,19.5
19/08/2012-1200,60,893.9,17.5
19/08/2012-1800,31,890.3,22.7
20/08/2012-0000,50,891.5,19
20/08/2012-1200,77,894.1,15.8
20/08/2012-1800,40,891.3,22.2
21/08/2012-0000,52,892.6,18.9
21/08/2012-1200,59,894.7,17
21/08/2012-1800,35,891,23.7
22/08/2012-0000,41,891.7,18.4
22/08/2012-1200,63,892.9,17
22/08/2012-1800,42,890.5,23
23/08/2012-0000,57,891.4,19.1
23/08/2012-1200,61,892.6,17
23/08/2012-1800,36,889.9,24.2
24/08/2012-0000,43,890.9,20.3
24/08/2012-1200,71,892.7,16.8
24/08/2012-1800,32,889.8,24.3
25/08/2012-0000,47,890.5,19.8
25/08/2012-1200,76,892.5,16.2
25/08/2012-1800,39,889,23.8
26/08/2012-0000,51,890.2,19.7
26/08/2012-1200,50,891.9,19.1
26/08/2012-1800,27,889.8,25
27/08/2012-0000,42,891.5,19.8
27/08/2012-1200,38,892.3,19.8
27/08/2012-1800,25,889,25.8
28/08/2012-0000,48,891,19
28/08/2012-1200,32,891.7,22.6
28/08/2012-1800,24,888.5,27.9
29/08/2012-0000,43,890.2,22.7
29/08/2012-1200,35,890.6,22.8
29/08/2012-1800,23,887.9,28.6
30/08/2012-0000,39,889,21.8
30/08/2012-1200,38,891.4,22
30/08/2012-1800,21,888.2,28.8
31/08/2012-0000,35,889.9,23
31/08/2012-1200,36,890.9,21.4
31/08/2012-1800,22,887.7,28.6
01/09/2012-0000,42,889.7,22.1
01/09/2012-1200,37,890.6,23.2
01/09/2012-1800,24,887.8,28.8
02/09/2012-0000,47,889.4,21.8
02/09/2012-1200,29,890.3,23.8
02/09/2012-1800,16,888.5,30.1
03/09/2012-0000,31,890.2,24.2
03/09/2012-1200,27,891.7,24.3
03/09/2012-1800,17,889.7,30.6
04/09/2012-0000,25,890.9,24.7
04/09/2012-1200,28,891.9,23.4
04/09/2012-1800,21,890.2,28.8
05/09/2012-0000,33,891.8,22.7
05/09/2012-1200,52,893.4,19.8
05/09/2012-1800,26,890.1,27.2
06/09/2012-0000,38,891.5,22.1
06/09/2012-1200,51,891.8,20.7
06/09/2012-1800,27,888.7,26.4
07/09/2012-0000,32,889.8,21.8
07/09/2012-1200,41,892.3,21.9
07/09/2012-1800,26,889.4,27.8
08/09/2012-0000,34,890.9,22.8
08/09/2012-1200,35,892.3,22.8
08/09/2012-1800,19,890.3,28.1
09/09/2012-0000,28,891.7,23.4
09/09/2012-1200,33,892.7,22.8
09/09/2012-1800,17,889,28.3
10/09/2012-0000,31,890.1,23.3
10/09/2012-1200,36,890.3,25
10/09/2012-1800,19,887.1,31
11/09/2012-0000,34,888.2,23.9
11/09/2012-1200,27,888.6,27.7
11/09/2012-1800,20,885,30.8
12/09/2012-0000,39,887,25.1
12/09/2012-1200,31,888.2,26
12/09/2012-1800,18,885.5,32.3
13/09/2012-0000,40,887.9,25.4
13/09/2012-1200,31,888.6,28.5
13/09/2012-1800,25,885.9,31.7
14/09/2012-0000,46,887.3,25.1
14/09/2012-1200,45,889,25.2
14/09/2012-1800,19,886.2,32.4
15/09/2012-0000,32,888.3,27
15/09/2012-1200,37,890.5,24.2
15/09/2012-1800,25,887.1,30.8
16/09/2012-0000,39,888.6,25.5
16/09/2012-1200,47,891,23
16/09/2012-1800,31,886.7,30
17/09/2012-0000,46,888.1,24.4
17/09/2012-1200,38,890.3,24.4
17/09/2012-1800,26,887.3,30
18/09/2012-0000,33,888.1,25.3
18/09/2012-1200,29,888.6,26.1
18/09/2012-1800,18,885.7,30.9
19/09/2012-0000,36,886.7,25.2
19/09/2012-1200,32,888.5,27.3
19/09/2012-1800,25,884.7,30.4
20/09/2012-0000,45,885.9,24
20/09/2012-1200,65,887.9,21.6
20/09/2012-1800,42,884.7,25.5
21/09/2012-0000,57,885.8,22.3
21/09/2012-1200,56,887.4,24.2
21/09/2012-1800,37,883.4,29.3
22/09/2012-0000,97,887.8,18.6
22/09/2012-1200,88,889,18.7
22/09/2012-1800,48,887,26.4
23/09/2012-0000,76,888.5,21.6
23/09/2012-1200,67,888.7,21.8
23/09/2012-1800,45,885.9,27.5
24/09/2012-0000,58,887.7,24
24/09/2012-1200,76,890.6,19.2
24/09/2012-1800,42,887,26.1
25/09/2012-0000,59,887.8,22.5
25/09/2012-1200,63,888.1,21.2
25/09/2012-1800,40,885.9,27.3
26/09/2012-0000,77,888.7,19.9
26/09/2012-1200,67,889.9,20.8
26/09/2012-1800,45,887.5,26.1
27/09/2012-0000,72,889.5,19.3
27/09/2012-1200,67,890.7,19.5
27/09/2012-1800,39,887.5,27.4
28/09/2012-0000,79,890.2,19
28/09/2012-1200,75,891.7,17.4
28/09/2012-1800,44,888.1,25.8
29/09/2012-0000,52,890.1,22
29/09/2012-1200,62,892.2,18.4
29/09/2012-1800,40,888.9,25.8
30/09/2012-0000,50,889.8,22.6
30/09/2012-1200,50,890.1,20.8
30/09/2012-1800,29,886.3,28.8
01/10/2012-0000,41,887.5,23.2
01/10/2012-1200,40,888.9,21.9
01/10/2012-1800,16,885.1,29
02/10/2012-0000,28,886.3,23.5
02/10/2012-1200,29,889.1,24.3
02/10/2012-1800,18,886.1,30.1
03/10/2012-0000,22,887.9,24.7
03/10/2012-1200,32,889.8,24.8
03/10/2012-1800,15,886.7,30.4
04/10/2012-0000,23,887.8,24.5
04/10/2012-1200,36,889.4,24
04/10/2012-1800,19,886.1,31.2
05/10/2012-0000,33,886.9,24.7
05/10/2012-1200,41,887.8,24
05/10/2012-1800,21,885.1,30.1
06/10/2012-0000,36,886.9,24.6
06/10/2012-1200,38,888.3,22.9
06/10/2012-1800,24,885.3,29
07/10/2012-0000,33,887,24
07/10/2012-1200,46,889,21.8
07/10/2012-1800,26,886.1,29.1
08/10/2012-0000,37,887.3,24.1
08/10/2012-1200,46,889.9,22.2
08/10/2012-1800,29,885.4,28.8
09/10/2012-0000,36,886.6,25.1
09/10/2012-1200,48,887.9,23.2
09/10/2012-1800,59,885.5,22.9
10/10/2012-0000,74,885.9,19.4
10/10/2012-1200,59,886.6,23.2
10/10/2012-1800,66,883.8,20.3
11/10/2012-0000,78,885.5,18.2
11/10/2012-1200,59,887.5,22.4
11/10/2012-1800,37,884.5,27.6
12/10/2012-0000,60,886.5,22.5
12/10/2012-1200,45,887.7,26.2
12/10/2012-1800,52,885.1,26.2
13/10/2012-0000,65,887.3,22
13/10/2012-1200,75,888.7,21.2
13/10/2012-1800,44,884.9,28.1
14/10/2012-0000,88,886.5,21
14/10/2012-1200,57,887.5,23
14/10/2012-1800,36,883.8,29.6
15/10/2012-0000,49,885,23.4
15/10/2012-1200,87,887.9,18.5
15/10/2012-1800,49,884.1,25.9
16/10/2012-0000,89,885.8,20
16/10/2012-1200,68,887.1,21.9
16/10/2012-1800,47,884.1,26.8
17/10/2012-0000,64,885.4,22.8
17/10/2012-1200,87,887.8,19.2
17/10/2012-1800,66,885.8,23.5
18/10/2012-0000,81,886.2,19.6
18/10/2012-1200,65,888.1,22.7
18/10/2012-1800,41,884.9,28.4
19/10/2012-0000,69,886.2,21.4
19/10/2012-1200,55,887.5,24.8
19/10/2012-1800,29,883.8,30.4
20/10/2012-0000,50,885.4,24
20/10/2012-1200,62,888.1,22.3
20/10/2012-1800,41,883.7,27.6
21/10/2012-0000,55,885.7,23.5
21/10/2012-1200,66,886.5,21.9
21/10/2012-1800,55,884.2,24.8
22/10/2012-0000,75,884.7,20.7
22/10/2012-1200,55,885.3,25.3
22/10/2012-1800,46,881.9,27.8
23/10/2012-0000,62,884.5,23.3
23/10/2012-1200,53,885.7,26
23/10/2012-1800,45,882.7,28.8
24/10/2012-0000,67,885.9,22.8
24/10/2012-1200,79,888.1,21.6
24/10/2012-1800,46,884.5,28.5
25/10/2012-0000,60,885.8,25
25/10/2012-1200,60,886.6,25
25/10/2012-1800,35,883.9,31
26/10/2012-0000,54,885.8,24.7
26/10/2012-1200,38,886.7,26.1
26/10/2012-1800,28,884.1,30.8
27/10/2012-0000,42,886.6,25
27/10/2012-1200,36,887.8,26.1
27/10/2012-1800,21,885,31.2
28/10/2012-0000,40,886.3,25
28/10/2012-1200,28,887.5,27
28/10/2012-1800,16,884.7,32
29/10/2012-0000,51,885.7,24.2
29/10/2012-1200,25,887.1,29
29/10/2012-1800,16,884.5,32.7
30/10/2012-0000,37,886.1,24
30/10/2012-1200,31,886.3,29.9
30/10/2012-1800,24,883.8,33
31/10/2012-0000,46,885.5,25.7
31/10/2012-1200,48,885.7,27.6
31/10/2012-1800,38,881.1,30.5
01/11/2012-0000,62,884.3,23.3
01/11/2012-1200,90,885.9,18.3
01/11/2012-1800,54,882.5,26.4
02/11/2012-0000,82,883.3,21.3
02/11/2012-1200,74,885.8,23.2
02/11/2012-1800,58,883.1,26.3
03/11/2012-0000,72,884.9,21.6
03/11/2012-1200,83,886.6,20.7
03/11/2012-1800,56,883.9,26.2
04/11/2012-0000,86,885.3,20
04/11/2012-1200,75,885.8,21.3
04/11/2012-1800,61,883.4,24.3
05/11/2012-0000,85,884.5,20.4
05/11/2012-1200,72,885.8,23.1
05/11/2012-1800,84,882.9,20.9
06/11/2012-0000,89,884.6,19.8
06/11/2012-1200,90,886.5,18.5
06/11/2012-1800,65,882.9,24.4
07/11/2012-0000,87,885,20.1
07/11/2012-1200,77,885.9,22.7
07/11/2012-1800,71,883.4,24.1
08/11/2012-0000,90,884.9,20.2
08/11/2012-1200,91,885.1,20.1
08/11/2012-1800,61,881.3,24.4
09/11/2012-0000,87,883.3,20.8
09/11/2012-1200,95,883.9,18.7
09/11/2012-1800,68,881.3,23.8
10/11/2012-0000,92,883.9,20.2
10/11/2012-1200,90,884.7,19.4
10/11/2012-1800,76,882.3,22.5
11/11/2012-0000,84,884.5,19.7
11/11/2012-1200,76,885.5,21.8
11/11/2012-1800,55,881.9,26.1
12/11/2012-0000,94,885.5,18.8
12/11/2012-1200,79,886.3,22.2
12/11/2012-1800,74,884.2,23
13/11/2012-0000,86,880.1,20
13/11/2012-1200,77,885.7,23
13/11/2012-1800,51,882.7,26.9
14/11/2012-0000,80,884.6,21.1
14/11/2012-1200,84,884.3,19.9
14/11/2012-1800,71,883,23.3
15/11/2012-0000,89,884.3,20.2
15/11/2012-1200,71,884.9,22.6
15/11/2012-1800,59,882.2,25.4
16/11/2012-0000,78,883.6,20.6
16/11/2012-1200,66,885.7,22.9
16/11/2012-1800,44,883.7,25
17/11/2012-0000,82,885,21
17/11/2012-1200,77,887.1,22.6
17/11/2012-1800,58,885,22.4
18/11/2012-0000,93,886.9,18.9
18/11/2012-1200,76,888.5,22.5
18/11/2012-1800,56,885.5,26.2
19/11/2012-0000,78,886.2,21.8
19/11/2012-1200,67,887.4,23.6
19/11/2012-1800,52,884.6,26.8
20/11/2012-0000,93,885.7,18.9
20/11/2012-1200,77,886.7,22.3
20/11/2012-1800,88,883.1,21
21/11/2012-0000,96,886.9,18.3
21/11/2012-1200,80,886.1,21.8
21/11/2012-1800,76,883.5,23
22/11/2012-0000,90,886.1,19.8
22/11/2012-1200,73,886.9,23.2
22/11/2012-1800,70,883.9,23.8
23/11/2012-0000,87,886.3,20.1
23/11/2012-1200,72,887.1,22.5
23/11/2012-1800,67,883.9,24.6
24/11/2012-0000,75,884.5,22.2
24/11/2012-1200,76,886.6,22.9
24/11/2012-1800,66,883.7,25.2
25/11/2012-0000,83,885.1,22.1
25/11/2012-1200,76,885.3,23.4
25/11/2012-1800,67,882.6,25.4
26/11/2012-0000,89,884.9,21.8
26/11/2012-1200,82,885.5,22.9
26/11/2012-1800,97,883.5,19.4
27/11/2012-0000,93,884.1,19.5
27/11/2012-1200,88,885.1,21.1
27/11/2012-1800,82,882.1,21.9
28/11/2012-0000,95,882.2,19.7
28/11/2012-1200,96,883.8,20
28/11/2012-1800,82,882.3,23
29/11/2012-0000,93,883.9,20.1
29/11/2012-1200,72,885.5,23.2
29/11/2012-1800,55,882.1,27.9
30/11/2012-0000,73,884.2,23.9
30/11/2012-1200,79,885.8,23.2
30/11/2012-1800,58,883.5,26.6
01/12/2012-0000,90,885.9,20.7
01/12/2012-1200,75,887,22.1
01/12/2012-1800,57,883.8,25.7
02/12/2012-0000,88,885.1,21.5
02/12/2012-1200,81,886.3,21.3
02/12/2012-1800,89,884.9,21.2
03/12/2012-0000,92,885.3,19.3
03/12/2012-1200,66,886.6,24.1
03/12/2012-1800,69,885,24.2
04/12/2012-0000,94,886.3,20.4
04/12/2012-1200,78,889.1,19
04/12/2012-1800,47,886.5,25.7
05/12/2012-0000,77,886.7,20.2
05/12/2012-1200,87,887.8,19.4
05/12/2012-1800,63,884.6,24.7
06/12/2012-0000,88,884.7,20.6
06/12/2012-1200,68,886.1,24
06/12/2012-1800,42,883.1,27.8
07/12/2012-0000,54,884.6,23.4
07/12/2012-1200,54,886.3,25.3
07/12/2012-1800,33,883.8,29.4
08/12/2012-0000,42,885.5,25.2
08/12/2012-1200,52,887.7,26
08/12/2012-1800,37,884.9,29
09/12/2012-0000,64,885.7,23.4
09/12/2012-1200,67,887.7,26
09/12/2012-1800,87,886.1,20.7
10/12/2012-0000,93,885.4,19.2
10/12/2012-1200,69,885,24.3
10/12/2012-1800,55,881.8,26.5
11/12/2012-0000,89,884.2,21.2
11/12/2012-1200,70,885.1,23.9
11/12/2012-1800,86,883.3,20.7
12/12/2012-0000,92,884.2,20.7
12/12/2012-1200,69,885,23.8
12/12/2012-1800,52,881.3,26.7
13/12/2012-0000,86,883.8,21
13/12/2012-1200,67,884.7,24.8
13/12/2012-1800,67,881.8,26.4
14/12/2012-0000,84,884.1,22.2
14/12/2012-1200,92,885.8,19.9
14/12/2012-1800,63,882.5,23.7
15/12/2012-0000,82,884.1,20
15/12/2012-1200,66,886.1,25.3
15/12/2012-1800,93,884.1,19
16/12/2012-0000,92,885,19.6
16/12/2012-1200,76,886.2,22.1
16/12/2012-1800,66,884.1,24.7
17/12/2012-0000,75,885.7,20.7
17/12/2012-1200,51,886.7,24.6
17/12/2012-1800,71,884.6,23.4
18/12/2012-0000,79,885.5,21.3
18/12/2012-1200,73,885.7,24.4
18/12/2012-1800,39,883.5,29.5
19/12/2012-0000,68,884.3,23.4
19/12/2012-1200,59,885.4,26.1
19/12/2012-1800,25,882.6,30.7
20/12/2012-0000,61,883.9,23.8
20/12/2012-1200,70,885.5,24
20/12/2012-1800,36,883.1,30
21/12/2012-0000,66,884.1,24
21/12/2012-1200,71,887.3,21.6
21/12/2012-1800,57,885.5,27
22/12/2012-0000,72,885.5,23
22/12/2012-1200,69,886.9,24.1
22/12/2012-1800,52,884.1,28.6
23/12/2012-0000,73,885.1,23.6
23/12/2012-1200,53,885.9,26.6
23/12/2012-1800,42,884.6,29
24/12/2012-0000,84,885.8,21
24/12/2012-1200,62,887.3,24.7
24/12/2012-1800,44,884.7,29.4
25/12/2012-0000,67,885.7,22.3
25/12/2012-1200,53,886.5,26.6
25/12/2012-1800,41,884.1,29.1
26/12/2012-0000,80,886.1,21.7
26/12/2012-1200,62,888.2,25.9
26/12/2012-1800,62,885.4,25
27/12/2012-0000,70,885.4,22.1
27/12/2012-1200,67,886.3,25.2
27/12/2012-1800,54,883.7,26.3
28/12/2012-0000,73,883.8,20.6
28/12/2012-1200,80,886.7,21
28/12/2012-1800,72,884.9,21.3
29/12/2012-0000,92,885.1,18.6
29/12/2012-1200,73,887.3,22
29/12/2012-1800,41,884.2,28.9
30/12/2012-0000,87,886.5,20.3
30/12/2012-1200,63,887.7,24.4
30/12/2012-1800,74,885.5,24.6
31/12/2012-0000,87,886.2,18.8
31/12/2012-1200,64,888.4,24
31/12/2012-1800,42,885.7,28.5
01/01/2013-0000,53,885.9,24.6
01/01/2013-1200,52,887.4,24.5
01/01/2013-1800,43,885.3,28
02/01/2013-0000,69,885.7,22.4
02/01/2013-1200,46,886.7,25.3
02/01/2013-1800,32,884.3,29.6
03/01/2013-0000,49,885.4,24.8
03/01/2013-1200,52,887.8,25.3
03/01/2013-1800,31,885.7,30.5
04/01/2013-0000,69,887.3,23.3
04/01/2013-1200,60,889.4,25.2
04/01/2013-1800,42,886.9,28.4
05/01/2013-0000,61,887.8,23.9
05/01/2013-1200,65,889.5,24.7
05/01/2013-1800,41,886.1,28.8
06/01/2013-0000,52,887.3,25.5
06/01/2013-1200,70,887.9,24.4
06/01/2013-1800,44,884.1,28.4
07/01/2013-0000,77,885.9,22.1
07/01/2013-1200,67,886.7,24.8
07/01/2013-1800,50,883.9,27.5
08/01/2013-0000,77,886.1,21.7
08/01/2013-1200,83,887.4,22.5
08/01/2013-1800,91,884.9,18.3
09/01/2013-0000,91,886.7,19.5
09/01/2013-1200,79,887.4,22.5
09/01/2013-1800,91,884.3,21.2
10/01/2013-0000,91,886.3,20.8
10/01/2013-1200,82,885.7,21.3
10/01/2013-1800,54,883.3,26
11/01/2013-0000,84,884.9,20.8
11/01/2013-1200,70,883.8,19.5
11/01/2013-1800,85,882.2,20.5
12/01/2013-0000,95,883.3,18
12/01/2013-1200,96,885.4,16.6
12/01/2013-1800,86,884.6,19.3
13/01/2013-0000,89,886.5,17.9
13/01/2013-1200,90,887.4,17.8
13/01/2013-1800,85,886.1,19.2
14/01/2013-0000,96,887.3,18
14/01/2013-1200,93,887.3,17.7
14/01/2013-1800,90,885.5,19.5
15/01/2013-0000,97,885.7,17.1
15/01/2013-1200,84,885.8,20.2
15/01/2013-1800,90,883.4,19.4
16/01/2013-0000,94,883.8,19.8
16/01/2013-1200,98,886.9,17.8
16/01/2013-1800,76,883.5,21.5
17/01/2013-0000,91,884.7,18.9
17/01/2013-1200,85,885.8,19.4
17/01/2013-1800,55,884.2,25.2
18/01/2013-0000,90,885.3,19.1
18/01/2013-1200,69,886.1,23.4
18/01/2013-1800,51,882.9,27.5
19/01/2013-0000,76,883.9,21.9
19/01/2013-1200,66,885.7,25
19/01/2013-1800,65,883.3,24.6
20/01/2013-0000,88,884.6,20.8
20/01/2013-1200,81,885.1,21.9
20/01/2013-1800,66,883,24.7
21/01/2013-0000,94,885.9,19.7
21/01/2013-1200,93,887.1,19.9
21/01/2013-1800,80,885.3,22.1
22/01/2013-0000,92,887,19.8
22/01/2013-1200,84,887.9,22
22/01/2013-1800,85,885.9,22.6
23/01/2013-0000,94,887.1,20.9
23/01/2013-1200,87,887.3,21.1
23/01/2013-1800,91,884.6,21.1
24/01/2013-0000,98,886.5,19.3
24/01/2013-1200,92,886.7,20.1
24/01/2013-1800,69,883.9,24.8
25/01/2013-0000,96,885.1,19.7
25/01/2013-1200,91,886.2,21.2
25/01/2013-1800,72,883.8,22.7
26/01/2013-0000,90,885.3,19.8
26/01/2013-1200,97,885.8,19.3
26/01/2013-1800,92,884.2,20.5
27/01/2013-0000,97,885.7,19.4
27/01/2013-1200,96,887.5,19.7
27/01/2013-1800,77,884.9,23.7
28/01/2013-0000,94,887,20.2
28/01/2013-1200,85,887.7,22.6
28/01/2013-1800,57,885.1,27.2
29/01/2013-0000,85,887.5,21.8
29/01/2013-1200,87,887.8,21.6
29/01/2013-1800,94,885.9,20.3
30/01/2013-0000,95,887,19.4
30/01/2013-1200,80,886.9,22.8
30/01/2013-1800,74,884.9,23
31/01/2013-0000,96,886.3,19.1
31/01/2013-1200,83,886.9,21.7
31/01/2013-1800,76,884.5,23.2
01/02/2013-0000,96,885,20.5
01/02/2013-1200,96,886.9,19.5
01/02/2013-1800,65,884.5,25.3
02/02/2013-0000,92,886.3,19.9
02/02/2013-1200,76,887.9,22.6
02/02/2013-1800,54,885.4,26.4
03/02/2013-0000,83,887,21.3
03/02/2013-1200,81,887,21.7
03/02/2013-1800,49,883.9,27.2
04/02/2013-0000,68,865.3,22.1
04/02/2013-1200,67,885.7,24
04/02/2013-1800,39,883,28.6
05/02/2013-0000,73,884.5,22.7
05/02/2013-1200,76,886.9,22.1
05/02/2013-1800,71,884.2,23.9
06/02/2013-0000,92,885.1,19.4
06/02/2013-1200,67,886.5,21.9
06/02/2013-1800,67,884.9,23.4
07/02/2013-0000,87,886.1,20.2
07/02/2013-1200,77,887,22.1
07/02/2013-1800,52,885.3,25.5
08/02/2013-0000,71,885.5,22.1
08/02/2013-1200,66,886.9,22.5
08/02/2013-1800,54,884.5,26.2
09/02/2013-0000,78,886.3,22.3
09/02/2013-1200,82,887.7,21.2
09/02/2013-1800,52,885.5,26.2
10/02/2013-0000,79,887,21.7
10/02/2013-1200,75,887.3,22.7
